#,Chapter,Role,Name (Country)
17,Economics of Adaptation,Coordinating Lead Author,Muyeye Chambwera (Zimbabwe)
17,Economics of Adaptation,Coordinating Lead Author,Geoffrey Heal (USA)
,,,
17,Economics of Adaptation,Lead Author,Carolina Dubeux (Brazil)
17,Economics of Adaptation,Lead Author,Stéphane Hallegatte (France)
17,Economics of Adaptation,Lead Author,Liza Leclerc (Canada)
17,Economics of Adaptation,Lead Author,Anil Markandya (Spain)
17,Economics of Adaptation,Lead Author,Bruce A. McCarl (USA)
17,Economics of Adaptation,Lead Author,Reinhard Mechler (Germany/Austria)
17,Economics of Adaptation,Lead Author,James E. Neumann (USA)
,,,
17,Economics of Adaptation,Contributing Author,Patrice Dumas (France)
17,Economics of Adaptation,Contributing Author,Samuel Fankhauser (UK)
17,Economics of Adaptation,Contributing Author,Hans-Martin Füssel (Germany)
17,Economics of Adaptation,Contributing Author,Alistair Hunt (UK)
17,Economics of Adaptation,Contributing Author,Howard Kunreuther (USA)
17,Economics of Adaptation,Contributing Author,Richard S.J. Tol (UK)
17,Economics of Adaptation,Contributing Author,Paul Watkiss (UK)
17,Economics of Adaptation,Contributing Author,Richard Woodward (USA)
17,Economics of Adaptation,Contributing Author,David Zilberman (USA)
,,,
17,Economics of Adaptation,Review Editor,Eduardo Calvo (Peru)
17,Economics of Adaptation,Review Editor,Ana Iglesias (Spain)
17,Economics of Adaptation,Review Editor,Stale Navrud (Norway)
,,,
17,Economics of Adaptation,Volunteer Chapter Scientist,Terrence Kairiza (Zimbabwe)
