Chapter,Role,Name,Country
Africa,Coordinating Lead Author,Michel Boko,France
Africa,Coordinating Lead Author,Isabelle Niang-Diop,Senegal
Africa,Coordinating Lead Author,Anthony Nyong,Nigeria
Africa,Coordinating Lead Author,Coleen Vogel,South Africa
,,,
Africa,Lead Author,Andrew Githeko,Kenya
Africa,Lead Author,Mahmoud Medany,Egypt
Africa,Lead Author,Balgis Osman-Elasha,Sudan
Africa,Lead Author,Ramadjita Tabo,Chad
Africa,Lead Author,Pius Yanda,Tanzania
,,,
Africa,Contributing Author,Francis Adesina,Nigeria
Africa,Contributing Author,Micheline Agoli-Agbo,Benin
Africa,Contributing Author,Samar Attaher,Egypt
Africa,Contributing Author,Lahouari Bounoua,USA
Africa,Contributing Author,Nick Brooks,United Kingdom
Africa,Contributing Author,Ghislain Dubois,France
Africa,Contributing Author,Mukiri Wa Githendu,Kenya
Africa,Contributing Author,Karim Hilmi,Morocco
Africa,Contributing Author,Alison Misselhorn,South Africa
Africa,Contributing Author,John Morton,United Kingdom
Africa,Contributing Author,Imoh Obioh,Nigeria
Africa,Contributing Author,Anthony Ogbonna,United Kingdom
Africa,Contributing Author,Hubert N'Djafa Ouaga,Chad
Africa,Contributing Author,Katherine Vincent,United Kingdom
Africa,Contributing Author,Richard Washington,United Kingdom
,,,
Africa,Review Editor,Frederick H.M. Semazzi,USA
Africa,Review Editor,Mohamed Senouci,Algeria
Africa,Review Editor,Gina Ziervogel,South Africa
