#,Chapter,Role,Name (Country)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Coordinating Lead Author,Jens Hesselbjerg Christensen (Denmark)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Coordinating Lead Author,Krishna Kumar Kanikicharla (India)
,,,
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Edvin Aldrian (Indonesia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Soon-Il An (Republic of Korea)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Iracema Fonseca Albuquerque Cavalcanti (Brazil)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Manuel de Castro (Spain)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Wenjie Dong (China)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Prashant Goswami (India)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Alex Hall (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Joseph Katongo Kanyanga (Zambia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Akio Kitoh (Japan)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,James Kossin (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Ngar-Cheung Lau (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,James Renwick (New Zealand)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,David B. Stephenson (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Shang-Ping Xie (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Lead Author,Tianjun Zhou (China)
,,,
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Libu Abraham (Qatar)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Tércio Ambrizzi (Brazil)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Bruce Anderson (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Osamu Arakawa (Japan)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Raymond Arritt (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Mark Baldwin (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Mathew Barlow (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,David Barriopedro (Spain)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Michela Biasutti (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Sébastien Biner (Canada)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,David Bromwich (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Josephine Brown (Australia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Wenju Cai (Australia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Leila V. Carvalho (USA/Brazil)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ping Chang (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Xiaolong Chen (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Jung Choi (Republic of Korea)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ole Bøssing Christensen (Denmark)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Clara Deser (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Kerry Emanuel (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Hirokazu Endo (Japan)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,David B. Enfield (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Amato Evan (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Alessandra Giannini (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Nathan Gillett (Canada)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Annamalai Hariharasubramanian (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ping Huang (China)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Julie Jones (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ashok Karumuri (India)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Jack Katzfey (Australia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Erik Kjellström (Sweden)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Jeff Knight (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Thomas Knutson (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ashwini Kulkarni (India)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Koteswara Rao Kundeti (India)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,William K. Lau (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Geert Lenderink (Netherlands)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Chris Lennard (South Africa)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Lai-yung Ruby Leung (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Renping Lin (China)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Teresa Losada (Spain)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Neil C. Mackellar (South Africa)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Victor Magaña (Mexico)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Gareth Marshall (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Linda Mearns (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Gerald Meehl (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Claudio Menéndez (Argentina)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Hiroyuki Murakami (USA/Japan)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Mary Jo Nath (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,J. David Neelin (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Geert Jan van Oldenborgh (Netherlands)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Martin Olesen (Denmark)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Jan Polcher (France)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Yun Qian (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Suchanda Ray (India)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Katharine Davis Reich (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Belén Rodriguez de Fonseca (Spain)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Paolo Ruti (Italy)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,James Screen (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Jan Sedláček (Switzerland)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Silvina Solman (Argentina)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Martin Stendel (Denmark)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Samantha Stevenson (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Izuru Takayabu (Japan)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,John Turner (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Caroline Ummenhofer (USA)
