#,Chapter,Role,Name (Country)
13,Livelihoods and Poverty,Coordinating Lead Author,Lennart Olsson (Sweden)
13,Livelihoods and Poverty,Coordinating Lead Author,Maggie Opondo (Kenya)
13,Livelihoods and Poverty,Coordinating Lead Author,Petra Tschakert (USA)
,,,
13,Livelihoods and Poverty,Lead Author,Arun Agrawal (USA)
13,Livelihoods and Poverty,Lead Author,Siri H. Eriksen (Norway)
13,Livelihoods and Poverty,Lead Author,Shiming Ma (China)
13,Livelihoods and Poverty,Lead Author,Leisa N. Perch (Barbados)
13,Livelihoods and Poverty,Lead Author,Sumaya A. Zakieldeen (Sudan)
,,,
13,Livelihoods and Poverty,Contributing Author,Catherine Jampel (USA)
13,Livelihoods and Poverty,Contributing Author,Eric Kissel (USA)
13,Livelihoods and Poverty,Contributing Author,Valentina Mara (Romania)
13,Livelihoods and Poverty,Contributing Author,Andrei Marin (Norway)
13,Livelihoods and Poverty,Contributing Author,David Satterthwaite (UK)
13,Livelihoods and Poverty,Contributing Author,Asuncion Lera St. Clair (Norway)
13,Livelihoods and Poverty,Contributing Author,Andy Sumner (UK)
,,,
13,Livelihoods and Poverty,Review Editor,Susan Cutter (USA)
13,Livelihoods and Poverty,Review Editor,Etienne Piguet (Switzerland)
,,,
13,Livelihoods and Poverty,Volunteer Chapter Scientist,Anna Kaijser (Sweden)
