#,Chapter,Role,Name (Country)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Coordinating Lead Author,Kirk R. Smith (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Coordinating Lead Author,Alistair Woodward (New Zealand)
,,,
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Diarmid Campbell-Lendrum (WHO)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Dave D. Chadee (Trinidad and Tobago)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Yasushi Honda (Japan)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Qiyong Liu (China)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Jane M. Olwoch (South Africa)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Boris Revich (Russian Federation)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Lead Author,Rainer Sauerborn (Sweden)
,,,
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Clara Aranda (Mexico)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Helen Berry (Australia)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Colin Butler (Australia)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Zoë Chafe (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Lara Cushing (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Kristie L. Ebi (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Tord Kjellstrom (New Zealand)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Sari Kovats (UK)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Graeme Lindsay (New Zealand)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Erin Lipp (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Tony McMichael (Australia)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Virginia Murray (UK)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Osman Sankoh (Sierra Leone)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Marie O’Neill (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Seth B. Shonkoff (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Joan Sutherland (Trinidad and Tobago)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Contributing Author,Shelby Yamamoto (Germany)
,,,
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Review Editor,Ulisses Confalonieri (Brazil)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Review Editor,Andrew Haines (UK)
,,,
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Volunteer Chapter Scientist,Zoë Chafe (USA)
11,"Human Health: Impacts, Adaptation, and Co-Benefits",Volunteer Chapter Scientist,Joacim Rocklov (Sweden)
