Chapter,Title,Role,Name,Institution,Country
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Coordinating Lead Author,Kirk R. Smith,"University of California, Berkeley",United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Coordinating Lead Author,Alistair Woodward,University of Auckland,New Zealand
,,,,,
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Diarmid Campbell-Lendrum,World Health Organization,World Health Organization / United Kingdom
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Dave Chadee,University of the West Indies,Trinidad and Tobago
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Yasushi Honda,University of Tsukuba,Japan
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Qiyong Liu,"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention",China
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Jane Mukarugwiza Olwoch,South African National Space Agency (SANSA),South Africa
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Boris Revich,Institute of Forecasting Russian Academy of Science,Russian Federation
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Lead Author,Rainer Sauerborn,Umeå University,Sweden
,,,,,
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Review Editor,Ulisses Confalonieri,Oswaldo Cruz Foundation,Brazil
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Review Editor,Andrew Haines,London School of Hygiene and Tropical Medicine,United Kingdom
,,,,,
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Volunteer Chapter Scientist,Zoë Chafe,"University of California, Berkeley",United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Volunteer Chapter Scientist,Joacim Rocklov,Umeå University,Sweden
,,,,,
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Clara Aranda,,Mexico
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Helen Berry,,Australia
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Colin Butler,,Australia
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Zoë Chafe,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Lara Cushing,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Kristie L. Ebi,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Tord Kjellstrom,,New Zealand
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Sari Kovats,,United Kingdom
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Graeme Lindsay,,New Zealand
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Erin Lipp,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Anthony McMichael,,Australia
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Virginia Murray,,United Kingdom
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Marie O’Neill,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Osman Sankoh,,Sierra Leone
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Seth B. Shonkoff,,United States
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Joan Sutherland,,Trinidad and Tobago
Chapter 11,"Human health: impacts, adaptation, and co-benefits",Contributing Author,Shelby Yamamoto,,Germany
