Name,Institution,Country
"CHEVALLIER, Frédéric","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"CHHABRA, Abha",Indian Space Research Organisation,India
"CHIKAMOTO, Yoshimitsu",University of Hawaii,USA
"CHOI, Jung",Seoul National University,Republic of Korea
"CHOU, Sin Chan",National Institute for Space Research,Brazil
"CHRISTENSEN, Jens Hesselbjerg",Danish Meteorological Institute,Denmark
"CHRISTENSEN, Ole Bøssing",Danish Meteorological Institute,Denmark
"CHRISTIDIS, Nikolaos",Met Office Hadley Centre,UK
"CHURCH, John A.",CSIRO Marine and Atmospheric Research,Australia
"CIAIS, Philippe","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"CLARK, Peter U.",Oregon State University,USA
"CLEVELAND, Cory",University of Montana,USA
"CLIFTON, Olivia",Columbia University,USA
"COGLEY, J. Graham",Trent University,Canada
"COLLINS, Matthew",University of Exeter,UK
"COLLINS, William",University of Reading,UK
"COLLINS, William",Lawrence Berkeley National Laboratory,USA
"COMISO, Josefino C.","National Aeronautics and Space Administration, Goddard Space Flight Center",USA
"COOK, Edward",Columbia University,USA
"COOK, Kerry H.",University of Texas,USA
"COOLEY, Sarah",Woods Hole Oceanographic Institution,USA
"COOPER, Owen R.",Cooperative Institute for Research in Environmental Sciences,USA
"CORTI, Susanna",Institute of Atmospheric Sciences and Climate,Italy
"COX, Peter",University of Exeter,UK
"CROWLEY, Thomas",Braeheads Institute,UK
"CUBASCH, Ulrich",Freie Universität Berlin,Germany
"CUNNINGHAM, Stuart",Scottish Association of Marine Science,UK
"DAI, Aiguo",University at Albany,USA
"DALSØREN, Stig B.",Center for International Climate and Environmental Research Oslo,Norway
"DANIEL, John S.","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"DAVIS, Robert E.",University of Virginia,USA
"DAVIS, Sean M.","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"DE CASTRO, Manuel",Universidad de Castilla-La Mancha,Spain
"DE DECKKER, Patrick",Australian National University,Australia
"DE ELÍA, Ramón",Université du Québec à Montréal and Ouranos Consortium,Canada
"DE MENEZES, Viviane Vasconcellos",University of Tasmania,Australia
"DE VERNAL, Anne",Université du Québec à Montréal,Canada
"DEFRIES, Ruth",Columbia University,USA
"DEL GENIO, Anthony","National Aeronautics and Space Administration, Goddard Institute for Space Studies",USA
"DELCROIX, Thierry",Laboratoire d’Etudes en Géophysique et Océanographie Spatiales,France
"DELECLUSE, Pascale",Météo-France,France
"DELMONTE, Barbara",University of Milano-Bicocca,Italy
"DELSOLE, Tim",George Mason University,USA
"DENTENER, Frank J.","European Commission, Joint Research Center",EU
"DESER, Clara",National Center for Atmospheric Research,USA
"DINEZIO, Pedro",University of Hawaii,USA
"DING, Yihui","National Climate Center, China Meteorological Administration",China
"DLUGOKENCKY, Edward J.","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"DOBLAS-REYES, Francisco",Institució Catalana de Recerca i Estudis Avançats and Institut Català de Ciències del Clima,Spain
"DOKKEN, Trond",Uni Research Norway,Norway
"DOMINGUES, Catia M.",Antarctic Climate and Ecosystems Cooperative Research Centre,Australia
"DONAT, Markus G.",University of New South Wales,Australia
"DONEY, Scott C.",Woods Hole Oceanographic Institution,USA
"DONG, Wenjie",Beijing Normal University,China
"DORE, John",Montana State University,USA
"DOWSETT, Harry J.",U.S. Geological Survey,USA
"DRIOUECH, Fatima",Direction de la Météorologie Nationale,Morocco
"DUFRESNE, Jean-Louis","Laboratoire de Météorologie Dynamique, Institut Pierre Simon Laplace",France
"DURACK, Paul J.",Lawrence Livermore National Laboratory,USA
"EASTERLING, David R.","National Oceanic and Atmospheric Administration, Cooperative Institute for Climate and Satellites",USA
"EBY, Michael",University of Victoria,Canada
"EDWARDS, R. Lawrence",University of Minnesota,USA
"ELISEEV, Alexey",Russian Academy of Sciences,Russian Federation
"EMANUEL, Kerry",Massachusetts Institute of Technology,USA
"EMORI, Seita",National Institute for Environmental Studies,Japan
"ENDO, Hirokazu",Meteorological Research Institute,Japan
"ENFIELD, David B.",University of Miami,USA
"ERISMAN, Jan Willem",Louis Bolk Institute,Netherlands
"EUSKIRCHEN, Eugenie S.",University of Alaska Fairbanks,USA
"EVAN, Amato",Scripps Institution of Oceanography,USA
"EYRING, Veronika",DLR German Aerospace Center,Germany
"FACCHINI, Maria Cristina",Institute of Atmospheric Sciences and Climate,Italy
"FASULLO, John",National Center for Atmospheric Research,USA
"FEELY, Richard A.","National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory",USA
"FEINGOLD, Graham","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"FETTWEIS, Xavier",Université de Liège,Belgium
"FICHEFET, Thierry",Université catholique de Louvain,Belgium
"FINE, Rana",University of Miami,USA
"FIOLETOV, Vitali",Environment Canada,Canada
"FIORE, Arlene M.",Columbia University and Lamont-Doherty Earth Observatory,USA
"FISCHER, Erich M.",ETH Zurich,Switzerland
"FISCHER, Hubertus",University of Bern,Switzerland
"FLANNER, Mark",University of Michigan,USA
"FLATO, Gregory",Environment Canada,Canada
"FLEITMANN, Dominik",University of Reading,UK
"FOREST, Chris E.",Pennsylvania State University,USA
"FORSTER, Piers",University of Leeds,UK
"FOSTER, Gavin",University of Southampton,UK
"FRAME, David",Victoria University of Wellington,New Zealand
"FREELAND, Howard",Fisheries and Oceans Canada,Canada
"FRIEDLINGSTEIN, Pierre",University of Exeter,UK
"FRÖHLICH, Claus","Physikalisch-Meteorologisches Observatorium Davos, World Radiation Center",Switzerland
"FUGLESTVEDT, Jan",Center for International Climate and Environmental Research Oslo,Norway
"FUZZI, Sandro",Institute of Atmospheric Sciences and Climate,Italy
"FYFE, John",Environment Canada,Canada
"GALLOWAY, James",University of Virginia,USA
"GANOPOLSKI, Andrey",Potsdam Institute for Climate Impact Research,Germany
"GAO, Xuejie","National Climate Center, China Meteorological Administration",China
"GARCÍA-SERRANO, Javier",Institut Català de Ciències del Clima,Spain
"GARDNER, Alex S.",Clark University,USA
"GARZOLI, Silvia","National Oceanic and Atmospheric Administration, Atlantic Oceanographic and Meteorological Laboratory",USA
"GATES, Lydia",Freie Universität Berlin,Germany
"GBOBANIYI, Emiola",Swedish Meteorological and Hydrological Institute,Sweden
"GEHRELS, W. Roland",University of York,UK
"GERLAND, Sebastian",Norwegian Polar Institute,Norway
"GHAN, Steven",Pacific Northwest National Laboratory,USA
"GIANNINI, Alessandra",Columbia University,USA
"GIESEN, Rianne",Utrecht University,Netherlands
"GILLETT, Nathan",Environment Canada,Canada
"GINOUX, Paul","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"GLECKLER, Peter J.",Lawrence Livermore National Laboratory,USA
"GONZÁLEZ ROUCO, Jesús Fidel",Universidad Complutense de Madrid,Spain
"GONZÁLEZ-DÁVILA, Melchor",Universidad de Las Palmas de Gran Canaria,Spain
"GOOD, Peter",Met Office Hadley Centre,UK
"GOOD, Simon",Met Office Hadley Centre,UK
"GOODESS, Clare",University of East Anglia,UK
"GOOSSE, Hugues",Université catholique de Louvain,Belgium
"GOSWAMI, Prashant",CSIR Centre for Mathematical Modelling and Computer Simulation,India
"GOVIN, Aline",MARUM Center for Marine Environmental Sciences,Germany
"GRANIER, Claire","Laboratoire Atmosphères, Milieux, Observations Spatiales, Institut Pierre Simon Laplace",France
"GRAVERSON, Rune Grand",Stockholm University,Sweden
"GRAY, Lesley",University of Oxford,UK
"GREGORY, Jonathan M.",University of Reading and Met Office Hadley Centre,UK
"GREVE, Ralf",Hokkaido University,Japan
"GRIFFIES, Stephen","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"GRUBER, Nicolas",ETH Zurich,Switzerland
"GRUBER, Stephan",University of Zurich,Switzerland
"GUEMAS, Virginie",Institut Català de Ciències del Clima,Spain
"GUILYARDI, Eric","Laboratoire d’Océanographie et du Climat, Institut Pierre Simon Laplace",France
"GULEV, Sergey",P.P. Shirshov Institute of Oceanology,Russian Federation
"GUPTA, Anil K.",Wadia Institute of Himalayan Geology,India
"GURNEY, Kevin",Arizona State University,USA
"GUTOWSKI, William J.",Iowa State University,USA
"GUTZLER, David",University of New Mexico,USA
"HAAS, Christian",York University,Canada
"HAGEN, Jon Ove",University of Oslo,Norway
"HAIGH, Joanna",Imperial College London,UK
"HAIMBERGER, Leopold",University of Vienna,Austria
"HALL, Alex",University of California Los Angeles,USA
"HANNA, Edward",University of Sheffield,UK
"HANSINGO, Kabumbwe",University of Zambia,Zambia
"HARGREAVES, Julia",Japan Agency for Marine-Earth Science and Technology,Japan
"HARIHARASUBRAMANIAN, Annamalai",University of Hawaii,USA
"HARRISON, Sandy",Macquarie University,Australia
"HARTMANN, Dennis L.",University of Washington,USA
"HAWKINS, Ed",University of Reading,UK
"HAYWOOD, Alan",University of Leeds,UK
"HEGERL, Gabriele C.",University of Edinburgh,UK
"HEIMANN, Martin",Max Planck Institute for Biogeochemistry,Germany
"HEINZE, Christoph",University of Bergen,Norway
"HELD, Isaac","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"HEMER, Mark",CSIRO Marine and Atmospheric Research,Australia
"HENSE, Andreas",University of Bonn,Germany
"HEWITSON, Bruce",University of Cape Town,South Africa
"HEZEL, Paul J.",Université catholique de Louvain,Belgium
"HO, Shu-Peng (Ben)",National Center for Atmospheric Research,USA
"HOCK, Regine",University of Alaska Fairbanks,USA
"HODGES, Kevin I.",University of Reading,UK
"HODNEBROG, Øivind",Center for International Climate and Environmental Research Oslo,Norway
"HOLGATE, Simon J.",Sea Level Research Foundation,UK
"HOLLAND, David",New York University,USA
"HOLLAND, Elisabeth A.",University of the South Pacific,Fiji
"HOLLAND, Greg",National Center for Atmospheric Research,USA
"HOLLAND, Marika M.",National Center for Atmospheric Research,USA
"HOLLIS, Chris",GNS Science,New Zealand
"HOLMES, Christopher",University of California Irvine,USA
"HOOSE, Corinna",Karlsruhe Institute of Technology,Germany
"HOPWOOD, Brett",Oak Ridge National Laboratory,USA
"HORTON, Ben",Rutgers University,USA
"HOUGHTON, Richard A.",Woods Hole Research Center,USA
"HOUSE, Joanna I.",University of Bristol,UK
"HOUWELING, Sander",Utrecht University,Netherlands
"HU, Yongyun",Peking University,China
"HUANG, Jianping",Lanzhou University,China
"HUANG, Ping","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"HUBER, Markus",ETH Zurich,Switzerland
"HUNKE, Elizabeth",Los Alamos National Laboratory,USA
"HUNTER, John R.",University of Tasmania,Australia
"HUNTER, Stephen",University of Leeds,UK
"HURRELL, Jim",National Center for Atmospheric Research,USA
"HURTT, George",University of Maryland,USA
"HUSS, Matthias",University of Fribourg,Switzerland
"HUYBRECHTS, Philippe",Vrije Universiteit Brussel,Belgium
"HYDES, David",National Oceanography Centre,UK
"ILYINA, Tatiana",Max Planck Institute for Meteorology,Germany
"IMBERS QUINTANA, Jara",University of Oxford,UK
"INFANTI, Johnna",University of Miami,USA
"INGRAM, William",University of Oxford,UK
"ISHII, Masayoshi",Meteorological Research Institute,Japan
"IVANOVA, Detelina",Lawrence Livermore National Laboratory,USA
"JACOB, Daniel",Harvard University,USA
"JACOBS, Stanley",Columbia University,USA
"JACOBSON, Andrew D.",Northwestern University,USA
"JAIN, Atul",University of Illinois,USA
"JAIN, Suman",University of Zambia,Zambia
"JAKOB, Christian",Monash University,Australia
"JANSEN, Eystein",University of Bergen,Norway
"JANSSEN, Emily",University of Illinois,USA
"JEVREJEVA, Svetlana",National Oceanography Centre,UK
"JOHN, Jasmin","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"JOHNS, Tim",Met Office Hadley Centre,UK
"JOHNSON, Gregory C.","National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory",USA
"JONES, Andy",Met Office Hadley Centre,UK
"JONES, Christopher",Met Office Hadley Centre,UK
"JONES, Julie",University of Sheffield,UK
"JOOS, Fortunat",University of Bern,Switzerland
"JOSEY, Simon A.",National Oceanography Centre,UK
"JOSHI, Manoj",University of East Anglia,UK
"JOUGHIN, Ian",University of Washington,USA
"JOUSSAUME, Sylvie","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"JOUZEL, Jean","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"JUNGCLAUS, Johann",Max Planck Institute for Meteorology,Germany
"KAGEYAMA, Masa","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"KANIKICHARLA, Krishna Kumar",Indian Institute of Tropical Meteorology,India
"KANYANGA, Joseph Katongo",Zambia Meteorological Department,Zambia
"KANZOW, Torsten",GEOMAR Helmholtz Centre for Ocean Research,Germany
"KAPLAN, Alexey",Columbia University,USA
"KAPLAN, Jed O.",EPFL Lausanne,Switzerland
"KARL, David",University of Hawaii,USA
"KARUMURI, Ashok",Indian Institute of Tropical Meteorology,India
"KASER, Georg",University of Innsbruck,Austria
"KASPAR, Frank",Deutscher Wetterdienst,Germany
"KATO, Etsushi",National Institute for Environmental Studies,Japan
"KATSMAN, Caroline",Royal Netherlands Meteorological Institute,Netherlands
"KATTSOV, Vladimir",Voeikov Main Geophysical Observatory,Russian Federation
"KATZFEY, Jack",CSIRO Marine and Atmospheric Research,Australia
"KAZMIN, Alexander",P.P. Shirshov Institute of Oceanology,Russian Federation
"KEELING, Ralph",Scripps Institution of Oceanography,USA
"KENNEDY, John J.",Met Office Hadley Centre,UK
"KENT, Elizabeth C.",National Oceanography Centre,UK
"KERMINEN, Veli-Matti",Finnish Meteorological Institute,Finland
"KEY, Robert M.",Princeton University,USA
"KHARIN, Viatcheslav",Environment Canada,Canada
"KHATIWALA, Samar",Columbia University,USA
"KIMOTO, Masahide",University of Tokyo,Japan
"KINNE, Stefan",Max Planck Institute for Meteorology,Germany
"KIRSCHKE, Stefanie","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"KIRTMAN, Ben",University of Miami,USA
"KITOH, Akio",University of Tsukuba,Japan
"KJELLSTRÖM, Erik",Swedish Meteorological and Hydrological Institute,Sweden
"KLEIN, Stephen A.",Lawrence Livermore National Laboratory,USA
"KLEIN GOLDEWIJK, Kees",Utrecht University and PBL Netherlands Environmental Assessment Agency,Netherlands
"KLEIN TANK, Albert M.G.",Royal Netherlands Meteorological Institute,Netherlands
"KLEYPAS, Joan",National Center for Atmospheric Research,USA
"KLIMONT, Zbigniew",International Institute for Applied Systems Analysis,Austria
"KLOSTER, Silvia",Max Planck Institute for Meteorology,Germany
"KNIGHT, Jeff",Met Office Hadley Centre,UK
"KNUTSON, Thomas","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"KNUTTI, Reto",ETH Zurich,Switzerland
"KOCH, Dorothy",U.S. Department of Energy,USA
"KOIKE, Makoto",University of Tokyo,Japan
"KONDO, Yutaka",University of Tokyo,Japan
"KONIKOW, Leonard",U.S. Geological Survey,USA
"KOPP, Robert",Rutgers University,USA
"KÖRPER, Janina",Freie Universität Berlin,Germany
"KOSSIN, James P.","National Oceanic and Atmospheric Administration, Cooperative Institute for Meteorological Satellite Studies",USA
"KOSTIANOY, Andrey",P.P. Shirshov Institute of Oceanology,Russian Federation
"KOVEN, Charles",Lawrence Berkeley National Laboratory,USA
"KRAVITZ, Ben",Pacific Northwest National Laboratory,USA
"KRINNER, Gerhard","Laboratoire de Glaciologie et Géophysique de l`Environnement, Université Joseph Fourier France","KROEZE, Carolien"
Wageningen University and Open Universiteit,Nederland,Netherlands
"KULKARNI, Ashwini",Indian Institute of Tropical Meteorology,India
"KUNDETI, Koteswara Rao",Indian Institute of Tropical Meteorology,India
"KUSHNIR, Yochanan",Columbia University,USA
"KWOK, Ronald","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"KWON, Won-Tae",National Institute of Meteorological Research,Republic of Korea
"LAKEN, Benjamin",Instituto de Astrofisica de Canarias,Spain
"LAMARQUE, Jean-François",National Center for Atmospheric Research,USA
"LAMBECK, Kurt",Australian National University,Australia
"LANDAIS, Amaëlle","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"LANDERER, Felix","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"LASSEY, Keith",National Institute of Water and Atmospheric Research,New Zealand
"LAU, Ngar-Cheung","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"LAU, William K.","National Aeronautics and Space Administration, Goddard Institute for Space Studies",USA
"LAW, Rachel M.",CSIRO Marine and Atmospheric Research,Australia
"LAWRENCE, David M.",National Center for Atmospheric Research,USA
"LE BROCQ, Anne",University of Exeter,UK
"LE QUÉRÉ, Corinne",University of East Anglia,UK
"LEBSOCK, Matthew","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"LEE, David",Manchester Metropolitan University,UK
"LEE, Kitack",Pohang University of Science and Technology,Republic of Korea
"LEE, Robert W.",University of Reading,UK
"LEE, Tong","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"LEMKE, Peter",Alfred Wegener Institute for Polar and Marine Research,Germany
"LENAERTS, Jan",Utrecht University,Netherlands
"LENDERINK, Geert",Royal Netherlands Meteorological Institute,Netherlands
"LENNARD, Chris",University of Cape Town,South Africa
"LENTON, Andrew",CSIRO Marine and Atmospheric Research,Australia
"LEULIETTE, Eric","National Oceanic and Atmospheric Administration, Center for Satellite Applications and Research",USA
"LEUNG, Lai-yung Ruby",Pacific Northwest National Laboratory,USA
"LEVERMANN, Anders",Potsdam Institute for Climate Impact Research,Germany
"LI, Camille",University of Bergen,Norway
"LI, Hongmei",Max Planck Institute for Meteorology,Germany
"LIAO, Hong","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"LIDDICOAT, Spencer",Met Office Hadley Centre,UK
"LIGTENBERG, Stefan",Utrecht University,Netherlands
"LIN, Renping","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"LITTLE, Christopher M.",Princeton University,USA
"LO, Fiona",Cornell University,USA
"LOCKWOOD, Mike",University of Reading,UK
"LOEB, Norman G.","National Aeronautics and Space Administration, Langley Research Center",USA
"LOHMANN, Ulrike",ETH Zurich,Switzerland
"LOMAS, Mark R.",University of Sheffield,UK
"LOSADA, Teresa",Universidad de Castilla-La Mancha,Spain
"LOTT, Fraser",Met Office Hadley Centre,UK
"LU, Jian",George Mason University,USA
"LUCAS, Christopher",Bureau of Meteorology,Australia
"LUCHT, Wolfgang",Potsdam Institute for Climate Impact Research,Germany
"LUNT, Daniel J.",University of Bristol,UK
"LUO, Yiqi",University of Oklahoma,USA
"LUTERBACHER, Jürg",Justus-Liebig University Giessen,Germany
"MACKELLAR, Neil C.",University of Cape Town,South Africa
"MAGAÑA, Victor",Universidad Nacional Autonoma de Mexico,Mexico
"MAHLSTEIN, Irina",Federal Office of Meteorology and Climatology MeteoSwiss,Switzerland
"MAHOWALD, Natalie",Cornell University,USA
"MAKI, Takashi",Meteorological Research Institute,Japan
"MARENGO, José",National Institute for Space Research,Brazil
"MARKUS, Thorsten","National Aeronautics and Space Administration, Goddard Space Flight Center",USA
"MARLAND, Gregg",Appalachian State University,USA
"MAROTZKE, Jochem",Max Planck Institute for Meteorology,Germany
"MARSHALL, Gareth",British Antarctic Survey,UK
"MARSTON, George",University of Reading,UK
"MARZEION, Ben",University of Innsbruck,Austria
"MASSOM, Rob",Australian Antarctic Division,Australia
"MASSON-DELMOTTE, Valérie","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"MASSONNET, François",Université catholique de Louvain,Belgium
"MATTHEWS, H. Damon",Concordia University,Canada
"MAURITZEN, Cecilie",Center for International Climate and Environmental Research Oslo,Norway
"MAYORGA, Emilio",University of Washington,USA
"MCGREGOR, Shayne",University of New South Wales,Australia
"MCINNES, Kathleen L.",CSIRO Marine and Atmospheric Research,Australia
"MEARNS, Linda",National Center for Atmospheric Research,USA
"MEARS, Carl A.",Remote Sensing Systems,USA
"MEEHL, Gerald",National Center for Atmospheric Research,USA
"MEINSHAUSEN, Malte",Potsdam Institute for Climate Impact Research,Germany
"MELTON, Joe R.",Environment Canada,Canada
"MENDOZA, Blanca",Universidad Nacional Autonoma de Mexico,Mexico
"MENÉNDEZ, Claudio",Universidad de Buenos Aires,Argentina
"MENÉNDEZ, Melisa",Universidad de Cantabria,Spain
"MENNE, Matthew","National Oceanic and Atmospheric Administration, National Climatic Data Center",USA
"MERCHANT, Christopher J.",University of Edinburgh,UK
"MERNILD, Sebastian H.",Los Alamos National Laboratory,USA
"MERRIFIELD, Mark A.",University of Hawaii,USA
"METZL, Nicolas","Laboratoire d’Océanographie et du Climat, Institut Pierre Simon Laplace",France
"MILNE, Glenn A.",University of Ottawa,Canada
"MIN, Seung-Ki",Pohang University of Science and Technology,Republic of Korea
"MITCHELL, Daniel",University of Oxford,UK
"MITROVICA, Jerry X.",Harvard University,USA
"MOBERG, Anders",Stockholm University,Sweden
"MOHOLDT, Geir",Scripps Institution of Oceanography,USA
"MOKHOV, Igor I.",A.M. Obukhov Institute of Atmospheric Physics,Russian Federation
"MOKSSIT, Abdalah",Direction de la Météorologie Nationale,Morocco
"MÖLG, Thomas",Technical University Berlin,Germany
"MONSELESAN, Didier",CSIRO Marine and Atmospheric Research,Australia
