#,Chapter,Role,Name (Country)
1,Point of Departure,Coordinating Lead Author,Virginia Burkett (USA)
1,Point of Departure,Coordinating Lead Author,Avelino G. Suarez (Cuba)
,,,
1,Point of Departure,Lead Author,Marco Bindi (Italy)
1,Point of Departure,Lead Author,Cecilia Conde (Mexico)
1,Point of Departure,Lead Author,Rupa Mukerji (India)
1,Point of Departure,Lead Author,Michael J. Prather (USA)
1,Point of Departure,Lead Author,Asuncion Lera St. Clair (Norway)
1,Point of Departure,Lead Author,Gary W. Yohe (USA)
,,,
1,Point of Departure,Contributing Author,Sarah Cornell (Sweden)
1,Point of Departure,Contributing Author,Katharine J. Mach (USA)
1,Point of Departure,Contributing Author,Michael D. Mastrandrea (USA)
1,Point of Departure,Contributing Author,Jan Minx (Germany)
1,Point of Departure,Contributing Author,Riccardo Pravettoni (Norway)
1,Point of Departure,Contributing Author,Kristin Seyboth (USA)
1,Point of Departure,Contributing Author,Christoph von Stechow (Germany)
,,,
1,Point of Departure,Review Editor,Hervé Le Treut (France)
1,Point of Departure,Review Editor,Jean Palutikof (Australia)
,,,
1,Point of Departure,Volunteer Chapter Scientist,Emmanuel Nyambod (Cameroon)
